# Project Progress

| Category               | Progress Percent |
|------------------------|------------------|
| Textures - Blocks      | 0.00%            |
| Textures - Color Map   | 0.00%            |
| Textures - Effects     | 0.00%            |
| Textures - Entities    | 0.00%            |
| Textures - Environment | 0.00%            |
| Textures - Font        | 0.00%            |
| Textures - GUI         | 0.00%            |
| Textures - Items       | 0.00%            |
| Textures - Map         | 0.00%            |
| Textures - Misc        | 0.00%            |
| Textures - Mob Effect  | 0.00%            |
| Textures - Models      | 0.00%            |
| Textures - Paintings   | 0.00%            |
| Textures - Particles   | 0.00%            |
| Grand Total            | 0.00%            |

# Detailed

| Category               | Name                               | Progress |
| Textures - GUI         | Blast Furnace                      | 0        |
| Textures - GUI         | Book                               | 0        |
| Textures - GUI         | Brewing Stand                      | 0        |
| Textures - GUI         | Cartography Table                  | 0        |
| Textures - GUI         | Checkbox                           | 0        |
| Textures - GUI         | Crafting Table                     | 0        |
| Textures - GUI         | Demo Background                    | 0        |
| Textures - GUI         | Dispenser                          | 0        |
| Textures - GUI         | Enchanting Table                   | 0        |
| Textures - GUI         | Furnace                            | 0        |
| Textures - GUI         | Gamemode Switcher                  | 0        |
| Textures - GUI         | Grindstone                         | 0        |
| Textures - GUI         | Hopper                             | 0        |
| Textures - GUI         | Horse                              | 0        |
| Textures - GUI         | Icons                              | 0        |
| Textures - GUI         | Inventory                          | 0        |
| Textures - GUI         | Loom                               | 0        |
| Textures - GUI         | Options Background                 | 0        |
| Textures - GUI         | Recipe Book                        | 0        |
| Textures - GUI         | Recipe Button                      | 0        |
| Textures - GUI         | Resource Packs                     | 0        |
| Textures - GUI         | Server Selection                   | 0        |
| Textures - GUI         | Shulker Box                        | 0        |
| Textures - GUI         | Smithing Table                     | 0        |
| Textures - GUI         | Smoker                             | 0        |
| Textures - GUI         | Spectator Widgets                  | 0        |
| Textures - GUI         | Stats Icons                        | 0        |
| Textures - GUI         | Stonecutter                        | 0        |
| Textures - GUI         | Stream Indicator                   | 0        |
| Textures - GUI         | Toasts                             | 0        |
| Textures - GUI         | Villager                           | 0        |
| Textures - GUI         | Widgets                            | 0        |
| Textures - GUI         | World Selection                    | 0        |
| Textures - Items       | Acacia Boat                        | 0        |
| Textures - Items       | Acacia Door                        | 0        |
| Textures - Items       | Acacia Sign                        | 0        |
| Textures - Items       | Apple                              | 0        |
| Textures - Items       | Armor Stand                        | 0        |
| Textures - Items       | Arrow                              | 0        |
| Textures - Items       | Baked Potato                       | 0        |
| Textures - Items       | Bamboo                             | 0        |
| Textures - Items       | Barrier                            | 0        |
| Textures - Items       | Beef                               | 0        |
| Textures - Items       | Beetroot                           | 0        |
| Textures - Items       | Beetroot Seeds                     | 0        |
| Textures - Items       | Beetroot Soup                      | 0        |
| Textures - Items       | Bell                               | 0        |
| Textures - Items       | Birch Boat                         | 0        |
| Textures - Items       | Birch Door                         | 0        |
| Textures - Items       | Birch Sign                         | 0        |
| Textures - Items       | Black Dye                          | 0        |
| Textures - Items       | Blaze Powder                       | 0        |
| Textures - Items       | Blaze Rod                          | 0        |
| Textures - Items       | Blue Dye                           | 0        |
| Textures - Items       | Bone                               | 0        |
| Textures - Items       | Bone Meal                          | 0        |
| Textures - Items       | Book                               | 0        |
| Textures - Items       | Bow                                | 0        |
| Textures - Items       | Bow Pulling                        | 0        |
| Textures - Items       | Bowl                               | 0        |
| Textures - Items       | Bread                              | 0        |
| Textures - Items       | Brewing Stand                      | 0        |
| Textures - Items       | Brick                              | 0        |
| Textures - Items       | Brown Dye                          | 0        |
| Textures - Items       | Bucket                             | 0        |
| Textures - Items       | Cake                               | 0        |
| Textures - Items       | Campfire                           | 0        |
| Textures - Items       | Carrot                             | 0        |
| Textures - Items       | Carrot On A Stick                  | 0        |
| Textures - Items       | Cauldron                           | 0        |
| Textures - Items       | Chain                              | 0        |
| Textures - Items       | Chainmail Boots                    | 0        |
| Textures - Items       | Chainmail Chestplate               | 0        |
| Textures - Items       | Chainmail Helmet                   | 0        |
| Textures - Items       | Chainmail Leggings                 | 0        |
| Textures - Items       | Charcoal                           | 0        |
| Textures - Items       | Chest Minecart                     | 0        |
| Textures - Items       | Chicken                            | 0        |
| Textures - Items       | Chorus Fruit                       | 0        |
| Textures - Items       | Clay Ball                          | 0        |
| Textures - Items       | Clock                              | 0        |
| Textures - Items       | Coal                               | 0        |
| Textures - Items       | Cocoa Beans                        | 0        |
| Textures - Items       | Cod                                | 0        |
| Textures - Items       | Cod Bucket                         | 0        |
| Textures - Items       | Command Block Minecart             | 0        |
| Textures - Items       | Comparator                         | 0        |
| Textures - Items       | Compass                            | 0        |
| Textures - Items       | Cooked Beef                        | 0        |
| Textures - Items       | Cooked Chicken                     | 0        |
| Textures - Items       | Cooked Cod                         | 0        |
| Textures - Items       | Cooked Mutton                      | 0        |
| Textures - Items       | Cooked Porkchop                    | 0        |
| Textures - Items       | Cooked Rabbit                      | 0        |
| Textures - Items       | Cooked Salmon                      | 0        |
| Textures - Items       | Cookie                             | 0        |
| Textures - Items       | Creeper Banner Pattern             | 0        |
| Textures - Items       | Crimson Door                       | 0        |
| Textures - Items       | Crimson Sign                       | 0        |
| Textures - Items       | Crossbow                           | 0        |
| Textures - Items       | Crossbow Arrow                     | 0        |
| Textures - Items       | Crossbow Firework                  | 0        |
| Textures - Items       | Crossbow Pulling                   | 0        |
| Textures - Items       | Cyan Dye                           | 0        |
| Textures - Items       | Dark Oak Boat                      | 0        |
| Textures - Items       | Dark Oak Door                      | 0        |
| Textures - Items       | Dark Oak Sign                      | 0        |
| Textures - Items       | Diamond                            | 0        |
| Textures - Items       | Diamond Axe                        | 0        |
| Textures - Items       | Diamond Boots                      | 0        |
| Textures - Items       | Diamond Chestplate                 | 0        |
| Textures - Items       | Diamond Helmet                     | 0        |
| Textures - Items       | Diamond Hoe                        | 0        |
| Textures - Items       | Diamond Horse Armor                | 0        |
| Textures - Items       | Diamond Leggings                   | 0        |
| Textures - Items       | Diamond Pickaxe                    | 0        |
| Textures - Items       | Diamond Shovel                     | 0        |
| Textures - Items       | Diamond Sword                      | 0        |
| Textures - Items       | Dragon Breath                      | 0        |
| Textures - Items       | Dried Kelp                         | 0        |
| Textures - Items       | Egg                                | 0        |
| Textures - Items       | Elytra                             | 0        |
| Textures - Items       | Elytra Broken                      | 0        |
| Textures - Items       | Emerald                            | 0        |
| Textures - Items       | Empty Armor Slot Boots             | 0        |
| Textures - Items       | Empty Armor Slot Chestplate        | 0        |
| Textures - Items       | Empty Armor Slot Helmet            | 0        |
| Textures - Items       | Empty Armor Slot Leggings          | 0        |
| Textures - Items       | Empty Armor Slot Shield            | 0        |
| Textures - Items       | Enchanted Book                     | 0        |
| Textures - Items       | End Crystal                        | 0        |
| Textures - Items       | Ender Eye                          | 0        |
| Textures - Items       | Ender Pearl                        | 0        |
| Textures - Items       | Experience Bottle                  | 0        |
| Textures - Items       | Feather                            | 0        |
| Textures - Items       | Fermented Spider Eye               | 0        |
| Textures - Items       | Filled Map                         | 0        |
| Textures - Items       | Filled Map Markings                | 0        |
| Textures - Items       | Fire Charge                        | 0        |
| Textures - Items       | Firework Rocket                    | 0        |
| Textures - Items       | Firework Star                      | 0        |
| Textures - Items       | Firework Star Overlay              | 0        |
| Textures - Items       | Fishing Rod                        | 0        |
| Textures - Items       | Fishing Rod Cast                   | 0        |
| Textures - Items       | Flint                              | 0        |
| Textures - Items       | Flint And Steel                    | 0        |
| Textures - Items       | Flower Banner Pattern              | 0        |
| Textures - Items       | Flower Pot                         | 0        |
| Textures - Items       | Furnace Minecart                   | 0        |
| Textures - Items       | Ghast Tear                         | 0        |
| Textures - Items       | Glass Bottle                       | 0        |
| Textures - Items       | Glistering Melon Slice             | 0        |
| Textures - Items       | Globe Banner Pattern               | 0        |
| Textures - Items       | Glowstone Dust                     | 0        |
| Textures - Items       | Gold Ingot                         | 0        |
| Textures - Items       | Gold Nugget                        | 0        |
| Textures - Items       | Golden Apple                       | 0        |
| Textures - Items       | Golden Axe                         | 0        |
| Textures - Items       | Golden Boots                       | 0        |
| Textures - Items       | Golden Carrot                      | 0        |
| Textures - Items       | Golden Chestplate                  | 0        |
| Textures - Items       | Golden Helmet                      | 0        |
| Textures - Items       | Golden Hoe                         | 0        |
| Textures - Items       | Golden Horse Armor                 | 0        |
| Textures - Items       | Golden Leggings                    | 0        |
| Textures - Items       | Golden Pickaxe                     | 0        |
| Textures - Items       | Golden Shovel                      | 0        |
| Textures - Items       | Golden Sword                       | 0        |
| Textures - Items       | Gray Dye                           | 0        |
| Textures - Items       | Green Dye                          | 0        |
| Textures - Items       | Gunpowder                          | 0        |
| Textures - Items       | Heart Of The Sea                   | 0        |
| Textures - Items       | Honey Bottle                       | 0        |
| Textures - Items       | Honeycomb                          | 0        |
| Textures - Items       | Hopper                             | 0        |
| Textures - Items       | Hopper Minecart                    | 0        |
| Textures - Items       | Ink Sac                            | 0        |
| Textures - Items       | Iron Axe                           | 0        |
| Textures - Items       | Iron Boots                         | 0        |
| Textures - Items       | Iron Chestplate                    | 0        |
| Textures - Items       | Iron Door                          | 0        |
| Textures - Items       | Iron Helmet                        | 0        |
| Textures - Items       | Iron Hoe                           | 0        |
| Textures - Items       | Iron Horse Armor                   | 0        |
| Textures - Items       | Iron Ingot                         | 0        |
| Textures - Items       | Iron Leggings                      | 0        |
| Textures - Items       | Iron Nugget                        | 0        |
| Textures - Items       | Iron Pickaxe                       | 0        |
| Textures - Items       | Iron Shovel                        | 0        |
| Textures - Items       | Iron Sword                         | 0        |
| Textures - Items       | Item Frame                         | 0        |
| Textures - Items       | Jungle Boat                        | 0        |
| Textures - Items       | Jungle Door                        | 0        |
| Textures - Items       | Jungle Sign                        | 0        |
| Textures - Items       | Kelp                               | 0        |
| Textures - Items       | Knowledge Book                     | 0        |
| Textures - Items       | Lantern                            | 0        |
| Textures - Items       | Lapis Lazuli                       | 0        |
| Textures - Items       | Lava Bucket                        | 0        |
| Textures - Items       | Lead                               | 0        |
| Textures - Items       | Leather                            | 0        |
| Textures - Items       | Leather Boots                      | 0        |
| Textures - Items       | Leather Boots Overlay              | 0        |
| Textures - Items       | Leather Chestplate                 | 0        |
| Textures - Items       | Leather Chestplate Overlay         | 0        |
| Textures - Items       | Leather Helmet                     | 0        |
| Textures - Items       | Leather Helmet Overlay             | 0        |
| Textures - Items       | Leather Horse Armor                | 0        |
| Textures - Items       | Leather Leggings                   | 0        |
| Textures - Items       | Leather Leggings Overlay           | 0        |
| Textures - Items       | Light Blue Dye                     | 0        |
| Textures - Items       | Light Gray Dye                     | 0        |
| Textures - Items       | Lime Dye                           | 0        |
| Textures - Items       | Lingering Potion                   | 0        |
| Textures - Items       | Magenta Dye                        | 0        |
| Textures - Items       | Magma Cream                        | 0        |
| Textures - Items       | Map                                | 0        |
| Textures - Items       | Melon Seeds                        | 0        |
| Textures - Items       | Melon Slice                        | 0        |
| Textures - Items       | Milk Bucket                        | 0        |
| Textures - Items       | Minecart                           | 0        |
| Textures - Items       | Mojang Banner Pattern              | 0        |
| Textures - Items       | Mushroom Stew                      | 0        |
| Textures - Items       | Music Disc 11                      | 0        |
| Textures - Items       | Music Disc 13                      | 0        |
| Textures - Items       | Music Disc Blocks                  | 0        |
| Textures - Items       | Music Disc Cat                     | 0        |
| Textures - Items       | Music Disc Chirp                   | 0        |
| Textures - Items       | Music Disc Far                     | 0        |
| Textures - Items       | Music Disc Mall                    | 0        |
| Textures - Items       | Music Disc Mellohi                 | 0        |
| Textures - Items       | Music Disc Pigstep                 | 0        |
| Textures - Items       | Music Disc Stal                    | 0        |
| Textures - Items       | Music Disc Strad                   | 0        |
| Textures - Items       | Music Disc Wait                    | 0        |
| Textures - Items       | Music Disc Ward                    | 0        |
| Textures - Items       | Mutton                             | 0        |
| Textures - Items       | Name Tag                           | 0        |
| Textures - Items       | Nautilus Shell                     | 0        |
| Textures - Items       | Nether Brick                       | 0        |
| Textures - Items       | Nether Sprouts                     | 0        |
| Textures - Items       | Nether Star                        | 0        |
| Textures - Items       | Nether Wart                        | 0        |
| Textures - Items       | Netherite Axe                      | 0        |
| Textures - Items       | Netherite Boots                    | 0        |
| Textures - Items       | Netherite Chestplate               | 0        |
| Textures - Items       | Netherite Helmet                   | 0        |
| Textures - Items       | Netherite Hoe                      | 0        |
| Textures - Items       | Netherite Ingot                    | 0        |
| Textures - Items       | Netherite Leggings                 | 0        |
| Textures - Items       | Netherite Pickaxe                  | 0        |
| Textures - Items       | Netherite Scrap                    | 0        |
| Textures - Items       | Netherite Shovel                   | 0        |
| Textures - Items       | Netherite Sword                    | 0        |
| Textures - Items       | Oak Boat                           | 0        |
| Textures - Items       | Oak Door                           | 0        |
| Textures - Items       | Oak Sign                           | 0        |
| Textures - Items       | Orange Dye                         | 0        |
| Textures - Items       | Painting                           | 0        |
| Textures - Items       | Paper                              | 0        |
| Textures - Items       | Phantom Membrane                   | 0        |
| Textures - Items       | Piglin Banner Pattern              | 0        |
| Textures - Items       | Pink Dye                           | 0        |
| Textures - Items       | Poisonous Potato                   | 0        |
| Textures - Items       | Popped Chorus Fruit                | 0        |
| Textures - Items       | Porkchop                           | 0        |
| Textures - Items       | Potato                             | 0        |
| Textures - Items       | Potion                             | 0        |
| Textures - Items       | Potion Overlay                     | 0        |
| Textures - Items       | Prismarine Crystals                | 0        |
| Textures - Items       | Prismarine Shard                   | 0        |
| Textures - Items       | Pufferfish                         | 0        |
| Textures - Items       | Pufferfish Bucket                  | 0        |
| Textures - Items       | Pumpkin Pie                        | 0        |
| Textures - Items       | Pumpkin Seeds                      | 0        |
| Textures - Items       | Purple Dye                         | 0        |
| Textures - Items       | Quartz                             | 0        |
| Textures - Items       | Rabbit                             | 0        |
| Textures - Items       | Rabbit Foot                        | 0        |
| Textures - Items       | Rabbit Hide                        | 0        |
| Textures - Items       | Rabbit Stew                        | 0        |
| Textures - Items       | Red Dye                            | 0        |
| Textures - Items       | Redstone                           | 0        |
| Textures - Items       | Repeater                           | 0        |
| Textures - Items       | Rotten Flesh                       | 0        |
| Textures - Items       | Ruby                               | 0        |
| Textures - Items       | Saddle                             | 0        |
| Textures - Items       | Salmon                             | 0        |
| Textures - Items       | Salmon Bucket                      | 0        |
| Textures - Items       | Scute                              | 0        |
| Textures - Items       | Sea Pickle                         | 0        |
| Textures - Items       | Seagrass                           | 0        |
| Textures - Items       | Shears                             | 0        |
| Textures - Items       | Shulker Shell                      | 0        |
| Textures - Items       | Skull Banner Pattern               | 0        |
| Textures - Items       | Slime Ball                         | 0        |
| Textures - Items       | Snowball                           | 0        |
| Textures - Items       | Soul Campfire                      | 0        |
| Textures - Items       | Soul Lantern                       | 0        |
| Textures - Items       | Spawn Egg                          | 0        |
| Textures - Items       | Spawn Egg Overlay                  | 0        |
| Textures - Items       | Spectral Arrow                     | 0        |
| Textures - Items       | Spider Eye                         | 0        |
| Textures - Items       | Splash Potion                      | 0        |
| Textures - Items       | Spruce Boat                        | 0        |
| Textures - Items       | Spruce Door                        | 0        |
| Textures - Items       | Spruce Sign                        | 0        |
| Textures - Items       | Stick                              | 0        |
| Textures - Items       | Stone Axe                          | 0        |
| Textures - Items       | Stone Hoe                          | 0        |
| Textures - Items       | Stone Pickaxe                      | 0        |
| Textures - Items       | Stone Shovel                       | 0        |
| Textures - Items       | Stone Sword                        | 0        |
| Textures - Items       | String                             | 0        |
| Textures - Items       | Structure Void                     | 0        |
| Textures - Items       | Sugar                              | 0        |
| Textures - Items       | Sugar Cane                         | 0        |
| Textures - Items       | Suspicious Stew                    | 0        |
| Textures - Items       | Sweet Berries                      | 0        |
| Textures - Items       | Tipped Arrow Base                  | 0        |
| Textures - Items       | Tipped Arrow Head                  | 0        |
| Textures - Items       | Tnt Minecart                       | 0        |
| Textures - Items       | Totem Of Undying                   | 0        |
| Textures - Items       | Trident                            | 0        |
| Textures - Items       | Tropical Fish                      | 0        |
| Textures - Items       | Tropical Fish Bucket               | 0        |
| Textures - Items       | Turtle Egg                         | 0        |
| Textures - Items       | Turtle Helmet                      | 0        |
| Textures - Items       | Warped Door                        | 0        |
| Textures - Items       | Warped Fungus On A Stick           | 0        |
| Textures - Items       | Warped Sign                        | 0        |
| Textures - Items       | Water Bucket                       | 0        |
| Textures - Items       | Wheat                              | 0        |
| Textures - Items       | Wheat Seeds                        | 0        |
| Textures - Items       | White Dye                          | 0        |
| Textures - Items       | Wooden Axe                         | 0        |
| Textures - Items       | Wooden Hoe                         | 0        |
| Textures - Items       | Wooden Pickaxe                     | 0        |
| Textures - Items       | Wooden Shovel                      | 0        |
| Textures - Items       | Wooden Sword                       | 0        |
| Textures - Items       | Writable Book                      | 0        |
| Textures - Items       | Written Book                       | 0        |
| Textures - Items       | Yellow Dye                         | 0        |
| Textures - Map         | Background                         | 0        |
| Textures - Map         | Icons                              | 0        |
| Textures - Misc        | Enchanted Item Glint               | 0        |
| Textures - Misc        | Forcefield                         | 0        |
| Textures - Misc        | Nausea                             | 0        |
| Textures - Misc        | Pumpkin Blur                       | 0        |
| Textures - Misc        | Shadow                             | 0        |
| Textures - Misc        | Underwater                         | 0        |
| Textures - Misc        | Unknown Pack                       | 0        |
| Textures - Misc        | Unknown Server                     | 0        |
| Textures - Misc        | Vignette                           | 0        |
| Textures - Mob Effect  | Absorption                         | 0        |
| Textures - Mob Effect  | Bad Omen                           | 0        |
| Textures - Mob Effect  | Blindness                          | 0        |
| Textures - Mob Effect  | Conduit Power                      | 0        |
| Textures - Mob Effect  | Dolphins Grace                     | 0        |
| Textures - Mob Effect  | Fire Resistance                    | 0        |
| Textures - Mob Effect  | Glowing                            | 0        |
| Textures - Mob Effect  | Haste                              | 0        |
| Textures - Mob Effect  | Health Boost                       | 0        |
| Textures - Mob Effect  | Hero of the Village                | 0        |
| Textures - Mob Effect  | Hunger                             | 0        |
| Textures - Mob Effect  | Instant Damage                     | 0        |
| Textures - Mob Effect  | Instant Health                     | 0        |
| Textures - Mob Effect  | Invisibility                       | 0        |
| Textures - Mob Effect  | Jump Boost                         | 0        |
| Textures - Mob Effect  | Levitation                         | 0        |
| Textures - Mob Effect  | Luck                               | 0        |
| Textures - Mob Effect  | Mining Fatigue                     | 0        |
| Textures - Mob Effect  | Nausea                             | 0        |
| Textures - Mob Effect  | Night Vision                       | 0        |
| Textures - Mob Effect  | Poisonous Potato                   | 0        |
| Textures - Mob Effect  | Regeneration                       | 0        |
| Textures - Mob Effect  | Resistance                         | 0        |
| Textures - Mob Effect  | Saturation                         | 0        |
| Textures - Mob Effect  | Slow Falling                       | 0        |
| Textures - Mob Effect  | Slowness                           | 0        |
| Textures - Mob Effect  | Speed                              | 0        |
| Textures - Mob Effect  | Strength                           | 0        |
| Textures - Mob Effect  | Unluck                             | 0        |
| Textures - Mob Effect  | Water Breathing                    | 0        |
| Textures - Mob Effect  | Weakness                           | 0        |
| Textures - Mob Effect  | Wither                             | 0        |
| Textures - Models      | Chainmail                          | 0        |
| Textures - Models      | Diamond                            | 0        |
| Textures - Models      | Gold                               | 0        |
| Textures - Models      | Iron                               | 0        |
| Textures - Models      | Leather                            | 0        |
| Textures - Models      | Netherite                          | 0        |
| Textures - Models      | Piglin                             | 0        |
| Textures - Models      | Turtle                             | 0        |
| Textures - Paintings   | Alban                              | 0        |
| Textures - Paintings   | Aztec                              | 0        |
| Textures - Paintings   | Aztec2                             | 0        |
| Textures - Paintings   | Back                               | 0        |
| Textures - Paintings   | Bomb                               | 0        |
| Textures - Paintings   | Burning Skull                      | 0        |
| Textures - Paintings   | Bust                               | 0        |
| Textures - Paintings   | Courbet                            | 0        |
| Textures - Paintings   | Creebet                            | 0        |
| Textures - Paintings   | Donkey Kong                        | 0        |
| Textures - Paintings   | Fighters                           | 0        |
| Textures - Paintings   | Graham                             | 0        |
| Textures - Paintings   | Kebab                              | 0        |
| Textures - Paintings   | Match                              | 0        |
| Textures - Paintings   | Pigscene                           | 0        |
| Textures - Paintings   | Plant                              | 0        |
| Textures - Paintings   | Pointer                            | 0        |
| Textures - Paintings   | Pool                               | 0        |
| Textures - Paintings   | Sea                                | 0        |
| Textures - Paintings   | Skeleton                           | 0        |
| Textures - Paintings   | Skull And Roses                    | 0        |
| Textures - Paintings   | Stage                              | 0        |
| Textures - Paintings   | Sunset                             | 0        |
| Textures - Paintings   | Void                               | 0        |
| Textures - Paintings   | Wanderer                           | 0        |
| Textures - Paintings   | Wasteland                          | 0        |
| Textures - Paintings   | Wither                             | 0        |
| Textures - Particles   | Angry                              | 0        |
| Textures - Particles   | Big Smoke                          | 0        |
| Textures - Particles   | Bubble                             | 0        |
| Textures - Particles   | Bubble Pop                         | 0        |
| Textures - Particles   | Critical Hit                       | 0        |
| Textures - Particles   | Damage                             | 0        |
| Textures - Particles   | Drip Fall                          | 0        |
| Textures - Particles   | Drip Hang                          | 0        |
| Textures - Particles   | Drip Land                          | 0        |
| Textures - Particles   | Effect                             | 0        |
| Textures - Particles   | Enchanted Hit                      | 0        |
| Textures - Particles   | Explosion                          | 0        |
| Textures - Particles   | Flame                              | 0        |
| Textures - Particles   | Flash                              | 0        |
| Textures - Particles   | Footprint                          | 0        |
| Textures - Particles   | Generic                            | 0        |
| Textures - Particles   | Glint                              | 0        |
| Textures - Particles   | Glitter                            | 0        |
| Textures - Particles   | Heart                              | 0        |
| Textures - Particles   | Lava                               | 0        |
| Textures - Particles   | Nautilus                           | 0        |
| Textures - Particles   | Note                               | 0        |
| Textures - Particles   | SGA                                | 0        |
| Textures - Particles   | Soul                               | 0        |
| Textures - Particles   | Soul Fire Flame                    | 0        |
| Textures - Particles   | Spark                              | 0        |
| Textures - Particles   | Spell                              | 0        |
| Textures - Particles   | Splash                             | 0        |
| Textures - Particles   | Sweep                              | 0        |
